"id","kode_kbli","nama_kbli","keterangan","versi","created_at","created_by_id","rejected_at","rejected_by_id","status","updated_at","verified_at","verified_by_id"
"199","113","Pertanian sayuran, buah dan aneka umbi","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"200","1131","Pertanian hortikultura sayuran daun","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"201","1132","Pertanian hortikultura buah","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"202","1133","Pertanian hortikultura sayuran buah","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"203","1134","Pertanian hortikultura sayuran umbi","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"204","1135","Pertanian aneka umbi palawija","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"205","1136","Pertanian jamur","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"206","1137","Pertanian bit gula dan tanaman pemanis bukan tebu","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"207","1139","Pertanian hortikultura sayuran lainnya","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"208","1199","Pertanian tanaman semusim lainnya YTDL","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"209","122","Pertanian Buah-Buahan Tropis dan Subtropis","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"210","1220","Pertanian Buah-Buahan Tropis dan Subtropis","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"211","125","Pertanian Sayuran dan Buah Semak dan Buah Biji Kacang-Kacangan Lainnya","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"212","1252","Pertanian buah biji kacang-kacangan","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"213","1253","Pertanian sayuran tahunan","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"214","1259","Pertanian buah semak lainnya","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"215","126","Perkebunan buah- buahan penghasil minyak (oleaginous)","","kbli 2015","11/24/2016 08:08:13","","","","6","11/24/2016 08:08:21","",""
"216","011","PERTANIAN TANAMAN SEMUSIM","Golongan ini mencakup penanaman tanaman yang tidak berlangsung lebih dari dua musim
panen. Termasuk penanaman tanaman dalam berbagai media dan budidaya tanaman secara
genetik, dan juga penanaman untuk tujuan pembibitan dan pembenihan.","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"217","0111","PERTANIAN SEREALIA (BUKAN PADI), ANEKA KACANG DAN BIJI-BIJIAN PENGHASIL MINYAK","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"218","01111","PERTANIAN JAGUNG","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"219","01112","PERTANIAN GANDUM","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"220","01113","PERTANIAN KEDELAI","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"221","01114","PERTANIAN KACANG TANAH","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"222","01115","PERTANIAN KACANG HIJAU","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"223","01116","PERTANIAN ANEKA KACANG HORTIKULTURA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"224","01117","PERTANIAN BIJI-BIJIAN PENGHASIL MINYAK MAKAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"225","01118","PERTANIAN BIJI-BIJIAN PENGHASIL BUKAN MINYAK MAKAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"226","01119","PERTANIAN SEREALIA LAINNYA, ANEKA KACANG DAN BIJI-BIJIAN PENGHASIL MINYAK LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"227","0112","PERTANIAN PADI","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"228","01121","PERTANIAN PADI HIBRIDA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"229","01122","PERTANIAN PADI INBRIDA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"230","0113","PERTANIAN SAYURAN, BUAH DAN ANEKA UMBI","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"231","01131","PERTANIAN HORTIKULTURA SAYURAN DAUN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"232","01132","PERTANIAN HORTIKULTURA BUAH","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"233","01133","PERTANIAN HORTIKULTURA SAYURAN BUAH","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"234","01134","PERTANIAN HORTIKULTURA SAYURAN UMBI","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"235","01135","PERTANIAN ANEKA UMBI PALAWIJA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"236","01136","PERTANIAN JAMUR","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"237","01137","PERTANIAN BIT GULA DAN TANAMAN PEMANIS BUKAN TEBU","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"238","01139","PERTANIAN HORTIKULTURA SAYURAN LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"239","01199","PERTANIAN TANAMAN SEMUSIM LAINNYA YTDL","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"240","0114","PERKEBUNAN TEBU","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"241","01140","PERKEBUNAN TEBU","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"242","0115","PERKEBUNAN TEMBAKAU","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"243","01150","PERKEBUNAN TEMBAKAU","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"244","0116","PERTANIAN TANAMAN BERSERAT","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"245","01160","PERTANIAN TANAMAN BERSERAT","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"246","0119","PERTANIAN TANAMAN SEMUSIM LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"247","01191","PERTANIAN TANAMAN RUMPUT-RUMPUTAN DAN TANAMAN PAKAN TERNAK","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"248","01192","PEMBIBITAN BIT (BUKAN BIT GULA) DAN BIBIT TANAMAN PAKAN TERNAK","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"249","01193","PERTANIAN TANAMAN BUNGA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"250","01194","PERTANIAN PEMBIBITAN TANAMAN BUNGA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"251","012","PERTANIAN TANAMAN TAHUNAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"252","0121","PERTANIAN BUAH ANGGUR","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"253","01210","PERTANIAN BUAH ANGGUR","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"254","0122","PERTANIAN BUAH-BUAHAN TROPIS DAN SUBTROPIS","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"255","01220","PERTANIAN BUAH-BUAHAN TROPIS DAN SUBTROPIS","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"256","0123","PERTANIAN BUAH JERUK","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"257","01230","PERTANIAN BUAH JERUK","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"258","0124","PERTANIAN BUAH APEL DAN BUAH BATU (POME AND STONE FRUITS)","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"259","01240","PERTANIAN BUAH APEL DAN BUAH BATU (POME AND STONE FRUITS)","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"260","0125","PERTANIAN SAYURAN DAN BUAH SEMAK DAN BUAH BIJI KACANG-KACANGAN LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"261","01251","PERTANIAN BUAH BERI","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"262","01252","PERTANIAN BUAH BIJI KACANG-KACANGAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"263","01253","PERTANIAN SAYURAN TAHUNAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"264","01259","PERTANIAN BUAH SEMAK LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"265","0126","PERKEBUNAN BUAH- BUAHAN PENGHASIL MINYAK (OLEAGINOUS)","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"266","01261","PERKEBUNAN BUAH KELAPA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"267","01262","PERKEBUNAN BUAH KELAPA SAWIT","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"268","01269","PERKEBUNAN BUAH OLEAGINOUS LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"269","0127","PERTANIAN TANAMAN UNTUK BAHAN MINUMAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"270","01270","PERTANIAN TANAMAN UNTUK BAHAN MINUMAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"271","0128","PERKEBUNAN TANAMAN REMPAH-REMPAH, AROMATIK/PENYEGAR, NARKOTIK DAN OBAT","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"272","01281","PERKEBUNAN LADA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"273","01282","PERKEBUNAN CENGKEH","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"274","01283","PERTANIAN CABAI","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"275","01284","PERKEBUNAN TANAMAN AROMATIK/PENYEGAR","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"276","01285","PERTANIAN TANAMAN OBAT ATAU BIOFARMAKA RIMPANG","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"277","01286","PERTANIAN TANAMAN OBAT ATAU BIOFARMAKA NON RIMPANG","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"278","01289","PERTANIAN TANAMAN REMPAH-REMPAH, AROMATIK/PENYEGAR, NARKOTIK DAN OBAT LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"279","0129","PERKEBUNAN TANAMAN TAHUNAN LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"280","01291","PERKEBUNAN KARET DAN TANAMAN PENGHASIL GETAH LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"281","01299","PERTANIAN CEMARA DAN TANAMAN TAHUNAN LAINNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"282","013","PERTANIAN TANAMAN HIAS DAN PENGEMBANGBIAKAN TANAMAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"283","0130","PERTANIAN TANAMAN HIAS DAN PENGEMBANGBIAKAN TANAMAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"284","01301","PERTANIAN TANAMAN HIAS","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"285","01302","PERTANIAN PENGEMBANGBIAKAN TANAMAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"286","014","PETERNAKAN","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"287","0141","PETERNAKAN SAPI DAN KERBAU","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"288","01411","PEMBIBITAN DAN BUDIDAYA SAPI POTONG","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"289","01412","PEMBIBITAN DAN BUDIDAYA SAPI PERAH","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"290","01413","PEMBIBITAN DAN BUDIDAYA KERBAU POTONG","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"291","01414","PEMBIBITAN DAN BUDIDAYA KERBAU PERAH","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"292","0142","PETERNAKAN KUDA DAN SEJENISNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"293","01420","PETERNAKAN KUDA DAN SEJENISNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"294","0143","PETERNAKAN UNTA DAN SEJENISNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"295","01430","PETERNAKAN UNTA DAN SEJENISNYA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"296","0144","PETERNAKAN DOMBA DAN KAMBING","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"297","01441","PEMBIBITAN DAN BUDIDAYA DOMBA","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"298","01442","PEMBIBITAN DAN BUDIDAYA KAMBING POTONG","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"299","01443","PEMBIBITAN DAN BUDIDAYA KAMBING PERAH","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"300","0145","PETERNAKAN BABI","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"301","01450","PETERNAKAN BABI","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"302","0146","PETERNAKAN UNGGAS","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"303","01461","BUDIDAYA AYAM RAS PEDAGING","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"304","01462","BUDIDAYA AYAM RAS PETELUR","","","11/29/2016 08:19:34","","","","6","11/29/2016 08:19:34","",""
"305","01463","PEMBIBITAN DAN BUDIDAYA AYAM BURAS","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"306","01464","PEMBIBITAN DAN BUDIDAYA ITIK DAN ITIK MANILA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"307","01465","PEMBIBITAN DAN BUDIDAYA KALKUN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"308","01466","PEMBIBITAN DAN BUDIDAYA BURUNG PUYUH","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"309","01467","PEMBIBITAN DAN BUDIDAYA BURUNG MERPATI","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"310","01468","PEMBIBITAN AYAM RAS","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"311","01469","PEMBIBITAN DAN BUDIDAYA TERNAK UNGGAS LAINNYA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"312","0149","PETERNAKAN LAINNYA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"313","01491","PEMBIBITAN DAN BUDIDAYA BURUNG UNTA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"314","01492","PENGUSAHAAN KOKON/KEPOMPONG ULAT SUTERA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"315","01493","PEMBIBITAN DAN BUDIDAYA LEBAH","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"316","01494","PEMBIBITAN DAN BUDIDAYA RUSA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"317","01495","PEMBIBITAN DAN BUDIDAYA KELINCI","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"318","01496","PEMBIBITAN DAN BUDIDAYA CACING","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"319","01499","PEMBIBITAN DAN BUDIDAYA ANEKA TERNAK LAINNYA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"320","016","JASA PENUNJANG PERTANIAN DAN PASCA PANEN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"321","0161","JASA PENUNJANG PERTANIAN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"322","01611","JASA PENGOLAHAN LAHAN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"323","01612","JASA PEMUPUKAN, PENANAMAN BIBIT/BENIH DAN PENGENDALIAN HAMA DAN GULMA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"324","01613","JASA PEMANENAN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"325","01614","JASA PENYEMPROTAN DAN PENYERBUKAN MELALUI UDARA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"326","01619","JASA PENUNJANG PERTANIAN LAINNYA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"327","0162","JASA PENUNJANG PETERNAKAN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"328","01621","JASA PELAYANAN KESEHATAN TERNAK","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"329","01622","JASA PERKAWINAN TERNAK","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"330","01623","JASA PENETASAN TELUR","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"331","01629","JASA PENUNJANG PETERNAKAN LAINNYA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"332","0163","JASA PASCA PANEN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"333","01630","JASA PASCA PANEN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"334","0164","PEMILIHAN BENIH TANAMAN UNTUK PENGEMBANGBIAKAN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"335","01640","PEMILIHAN BENIH TANAMAN UNTUK PENGEMBANGBIAKAN","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"336","017","PERBURUAN, PENANGKAPAN DAN PENANGKARAN TUMBUHAN/ SATWA LIAR","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"337","0171","PERBURUAN DAN PENANGKAPAN SATWA LIAR","","KBLI 2015","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"338","01711","PERBURUAN DAN PENANGKAPAN PRIMATA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
"339","01712","PERBURUAN DAN PENANGKAPAN MAMALIA","","","11/29/2016 08:19:35","","","","6","11/29/2016 08:19:35","",""
